"work","type","celex","date"
"http://publications.europa.eu/resource/cellar/3ae725ff-9cff-11e7-b92d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R1579",2017-09-18
"http://publications.europa.eu/resource/cellar/43c39dac-39fa-11e7-a08e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0823",2017-05-15
"http://publications.europa.eu/resource/cellar/4f6c2605-7fe5-4eb1-bd8b-2bb5ea272848","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0266",2011-03-17
"http://publications.europa.eu/resource/cellar/5baba76e-b589-11e3-86f9-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1348R(01)",2014-03-27
"http://publications.europa.eu/resource/cellar/5df92b7f-df04-11e2-9165-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0615",2013-06-24
"http://publications.europa.eu/resource/cellar/9a8f1984-276f-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0894",2014-08-14
"http://publications.europa.eu/resource/cellar/9ae94035-de55-11e2-9165-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0598",2013-06-24
"http://publications.europa.eu/resource/cellar/9de4fd19-5f36-11e4-9cbe-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1149",2014-10-28
"http://publications.europa.eu/resource/cellar/a3a72bd0-8fa7-4cd8-aa97-38a9bb65e3b8","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0554",2011-05-30
"http://publications.europa.eu/resource/cellar/a6383bae-4b41-11e7-aea8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0953",2017-06-06
"http://publications.europa.eu/resource/cellar/ea4bb4c1-0b17-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0797",2013-08-21
"http://publications.europa.eu/resource/cellar/f15e7753-b462-11e1-b84a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0479",2012-06-06
"http://publications.europa.eu/resource/cellar/f9dc568f-a91d-11e4-8e01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0150",2015-01-30
"http://publications.europa.eu/resource/cellar/080558c5-0b1a-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0799",2013-08-21
"http://publications.europa.eu/resource/cellar/1486bc38-ef49-439a-9cc0-99de41ef334f","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0424",2011-04-29
"http://publications.europa.eu/resource/cellar/2ec6660b-57a2-4865-ad54-694ba39a68a2","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0672",2011-07-13
"http://publications.europa.eu/resource/cellar/3f21c3b0-1cea-4191-bcf4-cbd420a57884","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0431",2011-05-03
"http://publications.europa.eu/resource/cellar/88f1a2a6-8804-11e2-b5c3-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0199",2013-03-07
"http://publications.europa.eu/resource/cellar/cf471f91-7827-48ce-a2f3-4c84b0e4d8c8","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32010R0857",2010-09-27
"http://publications.europa.eu/resource/cellar/f54e4a4a-7bf7-489c-8101-05e18520d011","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0256",2012-03-22
"http://publications.europa.eu/resource/cellar/f8df14de-607c-11e7-954d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R1187",2017-07-03
"http://publications.europa.eu/resource/cellar/01889cda-cbd9-11e5-a4b5-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0149",2016-02-04
"http://publications.europa.eu/resource/cellar/22da3dcd-a80f-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0349",2013-04-17
"http://publications.europa.eu/resource/cellar/29cd4421-d57a-11e1-905c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0676",2012-07-23
"http://publications.europa.eu/resource/cellar/5cca93ee-e193-46bf-8416-c2f57cbc34c9","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1319",2011-12-15
"http://publications.europa.eu/resource/cellar/692e4154-2a86-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0937",2013-09-30
"http://publications.europa.eu/resource/cellar/6bc0e2c4-366c-40c1-b101-461f4775db81","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0410",2012-05-14
"http://publications.europa.eu/resource/cellar/7205c82d-3ac1-11e7-a08e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0829",2017-05-03
"http://publications.europa.eu/resource/cellar/78d757c5-6712-4c7f-a9cb-350b42b41f07","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0118",2012-02-10
"http://publications.europa.eu/resource/cellar/b3ba4ec6-b50a-11e5-8d3c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0013",2016-01-06
"http://publications.europa.eu/resource/cellar/bd856048-7547-11e4-b593-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1260",2014-11-25
"http://publications.europa.eu/resource/cellar/d22ed024-dfb9-4876-bae3-56e115d4d5d4","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1231",2013-11-28
"http://publications.europa.eu/resource/cellar/d984f707-b4a7-4e24-bdc8-42b512ac0176","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0353",2011-04-11
"http://publications.europa.eu/resource/cellar/e86cfefd-7d20-11e4-97c9-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1298",2014-12-05
"http://publications.europa.eu/resource/cellar/02e63487-d66c-4516-8ded-dc1fee16ea9d","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1327",2011-12-16
"http://publications.europa.eu/resource/cellar/0e102cf6-dc55-11e5-8fea-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0085R(01)",2016-02-26
"http://publications.europa.eu/resource/cellar/301735cd-0d8b-11e4-a7d0-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0775",2014-07-16
"http://publications.europa.eu/resource/cellar/4449ac3e-6001-11e4-9cbe-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1158",2014-10-29
"http://publications.europa.eu/resource/cellar/5b819be5-4879-11e3-ae03-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1115",2013-11-07
"http://publications.europa.eu/resource/cellar/5d551d28-aa43-400e-b475-4853189ce9d6","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0054",2012-01-23
"http://publications.europa.eu/resource/cellar/6ab3244e-0a6f-4aa4-b0de-e57e42c89f22","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1365",2011-12-19
"http://publications.europa.eu/resource/cellar/7f1f579e-476c-11e7-aea8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0941",2017-06-01
"http://publications.europa.eu/resource/cellar/7fdb833c-bf18-11e4-bbe1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0319",2015-02-27
"http://publications.europa.eu/resource/cellar/9d62d1e5-689d-11e3-a7e4-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1361",2013-12-17
"http://publications.europa.eu/resource/cellar/a9416846-da2e-4d9f-a091-016f91c8dd60","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1222",2011-11-28
"http://publications.europa.eu/resource/cellar/b00df2e2-ceb6-11e2-ba1b-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0516",2013-06-05
"http://publications.europa.eu/resource/cellar/bcd5fb3f-9e63-46fc-9037-f5b951233ed3","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0045",2012-01-19
"http://publications.europa.eu/resource/cellar/edd23999-d0e2-44da-bf0e-872ffed4d53d","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0106",2012-02-07
"http://publications.europa.eu/resource/cellar/fe476616-bd33-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0442",2013-05-07
"http://publications.europa.eu/resource/cellar/0b5a3355-5d5a-11e7-954d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R1158",2017-06-29
"http://publications.europa.eu/resource/cellar/1c1dd35f-d456-11e4-9de8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0515",2015-03-25
"http://publications.europa.eu/resource/cellar/3d53fdee-8fd4-11e3-b19c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0113",2014-02-04
"http://publications.europa.eu/resource/cellar/409e52bd-e1eb-11e5-8a50-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0307",2016-03-03
"http://publications.europa.eu/resource/cellar/52c165fb-c751-11e1-b84a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0533",2012-06-21
"http://publications.europa.eu/resource/cellar/5394c1a9-5b08-11e2-9294-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0008",2013-01-08
"http://publications.europa.eu/resource/cellar/58453560-d9fa-11e5-8fea-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0248",2015-12-17
"http://publications.europa.eu/resource/cellar/770033fa-05cb-11e5-8817-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0828",2015-05-28
"http://publications.europa.eu/resource/cellar/8a9bd1d5-9561-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R1144R(01)",2013-03-23
"http://publications.europa.eu/resource/cellar/913968dd-3a97-11e6-a825-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1024",2016-06-24
"http://publications.europa.eu/resource/cellar/920614e8-42ee-4c2b-9abb-d66f60c2f5e4","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0218",2012-03-13
"http://publications.europa.eu/resource/cellar/947986bf-a75f-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0342",2013-04-16
"http://publications.europa.eu/resource/cellar/ab1a8a5e-0431-11e5-a4c8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0814",2015-05-26
"http://publications.europa.eu/resource/cellar/bbb21466-4bb2-11e5-9f5a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1424",2015-08-20
"http://publications.europa.eu/resource/cellar/c031b9ce-b6ca-11e3-86f9-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0321",2014-03-27
"http://publications.europa.eu/resource/cellar/c174c40d-3846-11e6-a825-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0996",2016-06-16
"http://publications.europa.eu/resource/cellar/c324613d-03f8-11e2-8e28-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0861",2012-09-20
"http://publications.europa.eu/resource/cellar/cd2020d5-760b-11e4-b593-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1265",2014-11-26
"http://publications.europa.eu/resource/cellar/eb5a03d9-e1ea-11e5-8a50-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0303",2016-03-01
"http://publications.europa.eu/resource/cellar/258f8d36-f8e5-11e2-a22e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0730",2013-07-29
"http://publications.europa.eu/resource/cellar/347d924a-9c62-485c-a0d3-83b88e5c0163","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1166",2011-11-15
"http://publications.europa.eu/resource/cellar/34f90d23-e544-11e2-9165-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0643",2013-07-04
"http://publications.europa.eu/resource/cellar/4562f0c7-1a08-11e4-933d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0839",2014-07-31
"http://publications.europa.eu/resource/cellar/5ce66232-3fff-11e4-88a1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0983",2014-09-18
"http://publications.europa.eu/resource/cellar/638f9f2f-eff9-11e5-8529-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0415",2016-03-21
"http://publications.europa.eu/resource/cellar/80c37225-fc37-11e3-831f-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0650",2014-06-04
"http://publications.europa.eu/resource/cellar/865acb90-7bd0-11e6-b076-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1668",2016-09-15
"http://publications.europa.eu/resource/cellar/87dca459-ef00-11e4-a3bf-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0678",2015-04-29
"http://publications.europa.eu/resource/cellar/8f074288-b37f-44c8-9507-f660e282c8e1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0843",2011-08-23
"http://publications.europa.eu/resource/cellar/9924e25e-0e5c-11e6-ba9a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0676",2016-04-29
"http://publications.europa.eu/resource/cellar/a7fb7616-08cd-11e4-a7d0-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0750",2014-07-10
"http://publications.europa.eu/resource/cellar/abeaf360-f70d-4248-a020-44b0a22d518d","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1363",2011-12-19
"http://publications.europa.eu/resource/cellar/af32332d-ba09-11e1-b84a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0518",2012-06-18
"http://publications.europa.eu/resource/cellar/e0a98702-2599-11e7-ab65-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0707",2017-04-19
"http://publications.europa.eu/resource/cellar/eacdc2a6-77b4-11e5-86db-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1884",2015-10-20
"http://publications.europa.eu/resource/cellar/ecd7e4ff-0b6a-11e7-8a35-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0475",2017-03-17
"http://publications.europa.eu/resource/cellar/0d19b058-1b02-11e5-a342-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0987",2015-06-24
"http://publications.europa.eu/resource/cellar/395c9fd6-3ac1-11e7-a08e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0835",2017-05-12
"http://publications.europa.eu/resource/cellar/5516e7f4-be7a-11e5-9e54-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0045",2016-01-18
"http://publications.europa.eu/resource/cellar/5ac954e2-b043-11e6-aab7-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R2033",2016-11-17
"http://publications.europa.eu/resource/cellar/6b797288-b932-11e1-b84a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0513",2012-06-15
"http://publications.europa.eu/resource/cellar/734101f1-67d2-11e3-a7e4-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1358",2013-12-17
"http://publications.europa.eu/resource/cellar/88151f49-004f-11e5-a4c8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0794",2015-05-19
"http://publications.europa.eu/resource/cellar/b6567e6d-dd1d-11e5-8fea-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0276",2016-02-25
"http://publications.europa.eu/resource/cellar/d93db59e-438b-4238-bc3f-91f21a900549","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0013",2012-01-06
"http://publications.europa.eu/resource/cellar/ea98278b-fe44-11e6-8a35-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0357",2017-02-28
"http://publications.europa.eu/resource/cellar/0ce45b3e-7c78-11e5-9fae-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1920",2015-10-26
"http://publications.europa.eu/resource/cellar/13fb98e2-56e9-448d-8943-bf955a4b6ad0","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1137",2011-11-09
"http://publications.europa.eu/resource/cellar/1ea703a1-29da-11e6-b616-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0886",2016-06-03
"http://publications.europa.eu/resource/cellar/3be7c199-f3bd-11e4-a3bf-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0726",2015-05-05
"http://publications.europa.eu/resource/cellar/50c54359-ea83-4bcd-8e30-b931cf0c2ba8","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1270R(01)",2011-12-08
"http://publications.europa.eu/resource/cellar/58913a0f-04e9-4f27-9a52-27d551eb7ce4","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0438",2012-05-23
"http://publications.europa.eu/resource/cellar/79d8dd0e-407a-11e3-b4f5-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1048",2013-10-28
"http://publications.europa.eu/resource/cellar/7b612d03-04ad-4a55-9e29-3aed510cf8ae","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0272",2011-03-21
"http://publications.europa.eu/resource/cellar/8a3f945b-921f-11e2-b5c3-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0254",2013-03-20
"http://publications.europa.eu/resource/cellar/a0ced1dc-6f71-44af-901a-fd2b718765d7","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0247",2012-03-20
"http://publications.europa.eu/resource/cellar/fb4b5e7a-7081-11e4-b593-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1240",2014-11-19
"http://publications.europa.eu/resource/cellar/0a33105c-049b-11e7-8a35-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0411",2017-03-08
"http://publications.europa.eu/resource/cellar/653aae2e-edd0-4bf3-8fcf-f24c8018c5cc","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1263",2011-12-05
"http://publications.europa.eu/resource/cellar/701ee30e-b8d3-11e4-a59c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0271",2015-02-17
"http://publications.europa.eu/resource/cellar/7aca0543-bec9-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0451",2013-05-16
"http://publications.europa.eu/resource/cellar/817b1ada-e8d7-11e6-ad7c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0174",2017-02-01
"http://publications.europa.eu/resource/cellar/83cfa431-c402-11e5-8d08-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0081",2016-01-19
"http://publications.europa.eu/resource/cellar/a136d564-f714-11e5-abb1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0459",2016-03-18
"http://publications.europa.eu/resource/cellar/afe90253-c402-11e5-8d08-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0083",2016-01-19
"http://publications.europa.eu/resource/cellar/b4d2515f-58e3-11e4-a0cb-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1108",2014-10-20
"http://publications.europa.eu/resource/cellar/b9e39483-b8c6-4972-a204-076242208231","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1268",2011-12-06
"http://publications.europa.eu/resource/cellar/c2a181a7-377e-11e6-a825-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0987",2016-06-20
"http://publications.europa.eu/resource/cellar/d0ebf0a8-7c1f-11e2-9294-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0156",2013-02-20
"http://publications.europa.eu/resource/cellar/f3931772-6fbe-11e4-b593-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1236",2014-11-18
"http://publications.europa.eu/resource/cellar/11660d4a-4e5b-4213-941b-8e9476395372","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1233",2013-11-29
"http://publications.europa.eu/resource/cellar/37695980-719e-11e4-b593-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1242",2014-11-20
"http://publications.europa.eu/resource/cellar/435f690d-37c8-11e3-a86c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1000",2013-10-17
"http://publications.europa.eu/resource/cellar/6aa9ff0a-5c68-4b6c-8770-2e9b04a18ec2","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0623",2011-06-27
"http://publications.europa.eu/resource/cellar/89ebbd4c-9d30-4e0d-a6b9-9b79d43f43ec","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0690",2011-07-18
"http://publications.europa.eu/resource/cellar/994a3948-1391-11e2-8e28-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0929",2012-10-08
"http://publications.europa.eu/resource/cellar/bbd394fa-db32-11e3-8cd4-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0493",2014-05-13
"http://publications.europa.eu/resource/cellar/d8ec8321-3a97-11e6-a825-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1025",2016-06-24
"http://publications.europa.eu/resource/cellar/e9c13a88-bd34-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0444",2013-05-07
"http://publications.europa.eu/resource/cellar/3f348043-5555-4d9d-919f-ffac0917e9c3","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0450",2012-05-29
"http://publications.europa.eu/resource/cellar/3f998598-abcd-11e6-aab7-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1998",2016-11-15
"http://publications.europa.eu/resource/cellar/5c53e75a-99c2-44ed-acec-4f0a9c7a835a","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1239",2011-11-30
"http://publications.europa.eu/resource/cellar/6aec9219-27c8-11e6-914b-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0862",2016-05-31
"http://publications.europa.eu/resource/cellar/6b133622-1c72-4866-a19e-3c001820c7c3","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0482",2011-05-18
"http://publications.europa.eu/resource/cellar/75890587-72e8-4805-82af-afe867843dd9","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0221",2012-03-14
"http://publications.europa.eu/resource/cellar/7d8635e1-3e97-4218-a996-47f712fb4597","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1209",2011-11-22
"http://publications.europa.eu/resource/cellar/8a3d3860-6482-11e2-9294-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0041",2013-01-17
"http://publications.europa.eu/resource/cellar/95a52aa1-5fd2-48aa-9316-be3c2291ac72","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0479",2011-05-17
"http://publications.europa.eu/resource/cellar/9d61e14a-c2b6-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0466",2013-05-07
"http://publications.europa.eu/resource/cellar/ba9fc6d3-f4fe-11e2-a22e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0706",2013-07-23
"http://publications.europa.eu/resource/cellar/e6034ceb-5b0b-11e2-9294-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0003",2013-01-04
"http://publications.europa.eu/resource/cellar/013c0e6f-0d95-11e6-ba9a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0667",2016-04-27
"http://publications.europa.eu/resource/cellar/1cfce986-478e-4fd9-b76e-86177dd61ac4","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0307",2012-04-11
"http://publications.europa.eu/resource/cellar/2389fc43-cb7e-11e3-b74e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0407",2014-04-23
"http://publications.europa.eu/resource/cellar/2523db60-d679-4fdb-b712-2c5ea89b93b4","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0250",2012-03-21
"http://publications.europa.eu/resource/cellar/30cf692a-259a-11e7-ab65-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0704",2017-04-19
"http://publications.europa.eu/resource/cellar/4c0e5038-3947-4c84-98be-f8158a6c4e2e","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0243",2011-03-11
"http://publications.europa.eu/resource/cellar/5594b786-105a-11e7-8a35-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0550",2017-03-23
"http://publications.europa.eu/resource/cellar/58fb7d74-0562-11e7-8a35-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0423",2017-03-09
"http://publications.europa.eu/resource/cellar/73e89f5f-7a85-11e2-9294-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0138",2013-02-18
"http://publications.europa.eu/resource/cellar/74199b29-7ae3-4a5b-9f3c-76d3db85f8e4","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0989",2012-10-25
"http://publications.europa.eu/resource/cellar/74c23597-bd34-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0443",2013-05-07
"http://publications.europa.eu/resource/cellar/baab6547-3a52-11e2-b7ce-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R1113",2012-11-23
"http://publications.europa.eu/resource/cellar/cd69034f-e611-11e2-9165-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0647",2013-07-05
"http://publications.europa.eu/resource/cellar/ee0808cf-0561-11e7-8a35-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0420",2017-03-09
"http://publications.europa.eu/resource/cellar/716b1f18-0849-11e7-8a35-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0440",2017-03-13
