"work","type","celex","date"
"http://publications.europa.eu/resource/cellar/49b8b5cc-d768-11e4-9de8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0532",2015-03-30
"http://publications.europa.eu/resource/cellar/4bf8603a-5e50-11e3-ab0f-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1267",2013-12-05
"http://publications.europa.eu/resource/cellar/4f834a7c-e543-11e2-9165-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0641",2013-06-24
"http://publications.europa.eu/resource/cellar/562680fb-1781-11e2-8e28-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0945",2012-10-15
"http://publications.europa.eu/resource/cellar/7409a50c-9c36-4663-b1d5-4ad55fabc10e","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0343",2011-04-08
"http://publications.europa.eu/resource/cellar/7e7ab26b-486e-11e4-a0cb-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1029",2014-09-26
"http://publications.europa.eu/resource/cellar/8901e5b2-004e-11e5-a4c8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0792",2015-05-19
"http://publications.europa.eu/resource/cellar/90376332-d3bf-4a38-bc87-93fe6e70ee70","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0087",2012-02-01
"http://publications.europa.eu/resource/cellar/ac5ffa36-9b09-11e5-b792-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R2257",2015-12-04
"http://publications.europa.eu/resource/cellar/bd5fa5e9-c176-436e-aa1d-80fe667bfa9e","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32010R0054",2010-01-19
"http://publications.europa.eu/resource/cellar/d6ea931e-7a14-11e5-b3d3-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1912",2015-10-23
"http://publications.europa.eu/resource/cellar/ea2f53bb-8cdd-11e6-97db-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1787",2016-10-07
"http://publications.europa.eu/resource/cellar/484eece0-1376-11e7-808e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0597",2017-03-15
"http://publications.europa.eu/resource/cellar/4f443ec7-e26e-11e4-b1d3-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0583",2015-04-13
"http://publications.europa.eu/resource/cellar/708241d6-22d2-11e6-86d0-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0799",2016-03-18
"http://publications.europa.eu/resource/cellar/82b78b68-3d67-11e4-8c3c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0974",2014-09-11
"http://publications.europa.eu/resource/cellar/8e07669f-5546-11e6-89bd-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1241",2016-07-13
"http://publications.europa.eu/resource/cellar/afba94d7-7081-11e4-b593-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1238",2014-11-19
"http://publications.europa.eu/resource/cellar/baaff438-1506-11e7-808e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0604",2017-03-17
"http://publications.europa.eu/resource/cellar/ca3bf0d9-e58e-11e4-baa4-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0608",2015-04-14
"http://publications.europa.eu/resource/cellar/cc041890-e4c8-11e4-baa4-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0604",2015-04-16
"http://publications.europa.eu/resource/cellar/d5e231e6-d024-4055-bcec-a938c7203488","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1103",2011-10-31
"http://publications.europa.eu/resource/cellar/d72b4ce6-1a87-41c0-8da8-9d378b52e44a","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0090",2012-02-02
"http://publications.europa.eu/resource/cellar/da820f48-03fe-11e3-a352-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0768R(01)",2013-08-13
"http://publications.europa.eu/resource/cellar/dd3cc44c-c885-11e4-bbe1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0410",2015-03-11
"http://publications.europa.eu/resource/cellar/e00eb173-c31b-11e4-bbe1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0330",2014-03-31
"http://publications.europa.eu/resource/cellar/e4aa462e-27be-467b-bfe2-cca872dcc39f","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0948",2011-09-22
"http://publications.europa.eu/resource/cellar/420df239-1ef1-11e5-a342-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1020",2015-06-29
"http://publications.europa.eu/resource/cellar/480c1801-a5f5-11e4-8e01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0112",2015-01-26
"http://publications.europa.eu/resource/cellar/5dce9f1f-3573-11e3-806a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0987",2013-10-14
"http://publications.europa.eu/resource/cellar/67e0ea41-eecf-4463-90e2-993f03e29510","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0315",2012-04-12
"http://publications.europa.eu/resource/cellar/6f9bebbd-e125-448d-898f-c057185bd81e","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0466",2012-06-01
"http://publications.europa.eu/resource/cellar/74b605ad-64bd-11e4-9cbe-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1188",2014-10-24
"http://publications.europa.eu/resource/cellar/7847ec02-68ca-11e5-9317-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1761",2015-10-01
"http://publications.europa.eu/resource/cellar/8db339e2-3324-43dd-a0c9-d81481d38e63","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0455",2011-05-11
"http://publications.europa.eu/resource/cellar/91f31165-1519-44a0-b217-cde6de91df8c","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0248",2012-03-20
"http://publications.europa.eu/resource/cellar/b6ff2cfd-652e-446f-8279-b57728d1dcbc","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0698",2011-07-19
"http://publications.europa.eu/resource/cellar/c62ed11e-f765-11e1-8e28-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0793",2012-09-05
"http://publications.europa.eu/resource/cellar/dccddf2e-3572-11e3-806a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0986",2013-10-14
"http://publications.europa.eu/resource/cellar/fb495420-482c-4737-a63b-237fbc396dac","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0398",2012-05-07
"http://publications.europa.eu/resource/cellar/fe7c79fa-8b37-11e4-b8a5-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1390",2014-12-19
"http://publications.europa.eu/resource/cellar/ff4138e2-8803-11e2-b5c3-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0198",2013-03-07
"http://publications.europa.eu/resource/cellar/03a384b9-83f3-438b-b34b-4a6ca52797f9","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0404",2011-04-08
"http://publications.europa.eu/resource/cellar/04c4d909-b0b3-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0388",2013-04-26
"http://publications.europa.eu/resource/cellar/1dc1aa47-7bd1-11e4-97c9-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1275",2014-12-01
"http://publications.europa.eu/resource/cellar/29668dac-4452-11e2-9b3b-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R1188",2012-12-11
"http://publications.europa.eu/resource/cellar/33b0c488-9b8e-4f2e-ab20-bc4c6268e371","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0713",2011-07-20
"http://publications.europa.eu/resource/cellar/33d8c146-6fbe-11e4-b593-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1232",2014-11-18
"http://publications.europa.eu/resource/cellar/5525c423-0754-444a-85a9-be8df89ad561","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0490",2011-05-19
"http://publications.europa.eu/resource/cellar/affc2274-1867-45b2-a604-d3a2399bd603","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0136",2012-02-16
"http://publications.europa.eu/resource/cellar/cbe799e0-3a4a-11e2-b7ce-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R1098",2012-11-23
"http://publications.europa.eu/resource/cellar/d85fc810-4de6-11e4-a0cb-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1050",2014-10-06
"http://publications.europa.eu/resource/cellar/dd08b621-a43d-48f3-aa87-5910fdbbf41b","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1245",2011-12-01
"http://publications.europa.eu/resource/cellar/10117e38-0593-11e3-a352-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0784",2013-08-14
"http://publications.europa.eu/resource/cellar/17046be2-5580-11e7-a5ca-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R1086",2017-06-19
"http://publications.europa.eu/resource/cellar/9947a3b5-c10d-11e1-b84a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0561",2012-06-27
"http://publications.europa.eu/resource/cellar/a8e44fa6-4504-11e7-aea8-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0906",2017-05-29
"http://publications.europa.eu/resource/cellar/d2e24ca9-b3a4-11e1-a5f1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0482",2012-06-07
"http://publications.europa.eu/resource/cellar/d599b769-e732-45fb-8aa7-0e706da175ea","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0652",2012-07-13
"http://publications.europa.eu/resource/cellar/d888f8e3-d7f3-4035-ba2e-4e95ff221f59","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0395",2012-05-08
"http://publications.europa.eu/resource/cellar/e848afcb-cf70-11e1-96ce-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0639",2012-07-13
"http://publications.europa.eu/resource/cellar/f1031bb0-ecd5-11e5-8a81-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0389",2016-03-17
"http://publications.europa.eu/resource/cellar/f85b37b5-00e8-4018-8b07-84f86f67caa1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0650",2011-07-04
"http://publications.europa.eu/resource/cellar/f9fa402b-da76-11e3-8cd4-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0483",2014-05-08
"http://publications.europa.eu/resource/cellar/1443b0a6-24cf-11e7-b611-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0701",2017-04-18
"http://publications.europa.eu/resource/cellar/1bff6671-d95c-11e6-ad7c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0068",2017-01-09
"http://publications.europa.eu/resource/cellar/2a4fdb00-f7d1-11e5-b1f9-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0466",2016-03-31
"http://publications.europa.eu/resource/cellar/36749bea-26c6-11e5-a342-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1115",2015-07-09
"http://publications.europa.eu/resource/cellar/416ea78a-2609-11e5-a342-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1106",2015-07-08
"http://publications.europa.eu/resource/cellar/4ad5fb13-e049-11e5-8fea-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0292",2016-02-19
"http://publications.europa.eu/resource/cellar/59cc9cee-0bfd-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0698",2013-07-19
"http://publications.europa.eu/resource/cellar/6d4a838e-a60a-4820-b512-fd498e077019","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0384",2012-05-04
"http://publications.europa.eu/resource/cellar/70969365-2b81-11e5-9f85-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1166",2015-07-15
"http://publications.europa.eu/resource/cellar/7b17df2a-4c55-11e3-ae03-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1134",2013-11-07
"http://publications.europa.eu/resource/cellar/7c521606-508b-11e7-a5ca-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0998",2017-06-12
"http://publications.europa.eu/resource/cellar/8626800b-30fc-11e5-9f85-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1201",2015-07-22
"http://publications.europa.eu/resource/cellar/87f5e6b5-f10b-11e2-a22e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0694",2013-07-19
"http://publications.europa.eu/resource/cellar/a631ef17-2ab7-11e5-9f85-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1154",2015-07-14
"http://publications.europa.eu/resource/cellar/c4ae88c6-c427-11e6-a6db-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R2294",2016-12-16
"http://publications.europa.eu/resource/cellar/d9164524-2143-40bd-a3b4-89af13915877","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0506",2011-05-23
"http://publications.europa.eu/resource/cellar/dcfce57c-2674-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0922",2013-09-25
"http://publications.europa.eu/resource/cellar/ec74c1ae-b85e-11e6-9e3c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R2104",2016-11-21
"http://publications.europa.eu/resource/cellar/f63ef97f-d259-11e1-905c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0663",2012-07-19
"http://publications.europa.eu/resource/cellar/057cb8f2-9c89-11e4-872e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0049",2015-01-14
"http://publications.europa.eu/resource/cellar/0f126219-de57-11e2-9165-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0602",2013-06-24
"http://publications.europa.eu/resource/cellar/2e9fbe0f-a221-11e6-8401-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1922",2016-10-20
"http://publications.europa.eu/resource/cellar/5a4a1361-76ca-4120-9679-8bb3d19b66b7","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1189",2011-11-18
"http://publications.europa.eu/resource/cellar/80ac17e7-2145-11e5-a342-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1060",2015-07-02
"http://publications.europa.eu/resource/cellar/9b1b5ced-5b36-492c-9f4d-9414e6c4c26e","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1372",2011-12-21
"http://publications.europa.eu/resource/cellar/9b3bc657-79a5-11e7-b2f2-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R1421",2017-08-02
"http://publications.europa.eu/resource/cellar/aa8ae880-e0e6-4001-b557-8bfa875d05dd","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0415",2012-05-15
"http://publications.europa.eu/resource/cellar/b7931ffb-2058-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0890",2013-09-16
"http://publications.europa.eu/resource/cellar/c4a811f4-a2e8-11e6-8401-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1929",2016-11-04
"http://publications.europa.eu/resource/cellar/cb9b19de-1b5c-11e7-aeb3-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0660",2017-04-06
"http://publications.europa.eu/resource/cellar/3639b131-1c66-11e4-933d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0848",2014-08-04
"http://publications.europa.eu/resource/cellar/4e7ee6b8-a45d-11e3-afd1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0205",2014-03-04
"http://publications.europa.eu/resource/cellar/56f40aa9-6e49-11e5-9317-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1816",2015-10-08
"http://publications.europa.eu/resource/cellar/688deb77-7bd1-11e4-97c9-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1277",2014-12-01
"http://publications.europa.eu/resource/cellar/77c3826a-ac1c-11e3-86f9-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0265",2014-03-14
"http://publications.europa.eu/resource/cellar/7dc45be3-1c66-11e4-933d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0850",2014-08-04
"http://publications.europa.eu/resource/cellar/81953ba9-801b-11e3-9b7d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0041",2014-01-17
"http://publications.europa.eu/resource/cellar/870c9d4b-9153-11e2-b5c3-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0249",2013-03-19
"http://publications.europa.eu/resource/cellar/9532182a-0915-11e6-b713-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0636",2016-04-22
"http://publications.europa.eu/resource/cellar/a6cccbf2-0b74-11e6-b713-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0647",2016-04-25
"http://publications.europa.eu/resource/cellar/cf0da508-731c-42f4-a857-a7adcee1130d","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1330",2011-12-16
"http://publications.europa.eu/resource/cellar/e1e82b44-9574-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0279",2013-03-19
"http://publications.europa.eu/resource/cellar/e58b5f7b-c35d-11e6-a6db-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R2260",2016-12-15
"http://publications.europa.eu/resource/cellar/e751645d-164b-490a-87cb-dde6a427fc78","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0991",2011-10-05
"http://publications.europa.eu/resource/cellar/eeba03b4-be4b-11e4-bbe1-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0309",2015-02-26
"http://publications.europa.eu/resource/cellar/20cfd4ad-c537-4cc9-83f4-46d7efab1034","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0799",2012-09-05
"http://publications.europa.eu/resource/cellar/2259b5a3-dc8e-11e6-ad7c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0081",2017-01-16
"http://publications.europa.eu/resource/cellar/23d31016-2c05-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0947",2013-10-02
"http://publications.europa.eu/resource/cellar/3128135f-492a-11e2-8762-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R1213",2012-12-17
"http://publications.europa.eu/resource/cellar/5166e09c-764b-11e6-b076-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1620",2016-09-08
"http://publications.europa.eu/resource/cellar/687f1f03-cec0-41ec-a24f-91ad342ccb92","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0942",2011-09-22
"http://publications.europa.eu/resource/cellar/793aeea8-47c6-11e5-9f5a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1409R(01)",2015-08-21
"http://publications.europa.eu/resource/cellar/99b095d3-6621-11e7-b2f2-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R1241",2017-07-10
"http://publications.europa.eu/resource/cellar/a316c445-485b-11e5-9f5a-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1243R(02)",2015-08-22
"http://publications.europa.eu/resource/cellar/a7f95e34-faf4-11e5-b713-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0523",2016-03-10
"http://publications.europa.eu/resource/cellar/b9e7bf4d-ecd5-11e5-8a81-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0387",2016-03-17
"http://publications.europa.eu/resource/cellar/bb65c657-89f9-11e6-b955-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1758",2016-09-28
"http://publications.europa.eu/resource/cellar/bda854ce-f891-11e5-b713-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0483",2016-04-01
"http://publications.europa.eu/resource/cellar/da1fb90f-e848-11e6-ad7c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0163",2017-01-31
"http://publications.europa.eu/resource/cellar/ee949547-b877-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0390",2013-05-03
"http://publications.europa.eu/resource/cellar/eede558b-f8db-11e1-8e28-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0802",2012-09-06
"http://publications.europa.eu/resource/cellar/f502013b-89f9-11e6-b955-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1761",2016-09-28
"http://publications.europa.eu/resource/cellar/fb05a45a-f69f-11e2-a22e-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0725",2013-07-26
"http://publications.europa.eu/resource/cellar/02b8a3da-a0e9-4ba5-a895-e959deed6435","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0379",2011-04-18
"http://publications.europa.eu/resource/cellar/04f63e46-764b-11e6-b076-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1619",2016-09-08
"http://publications.europa.eu/resource/cellar/2546ee40-0995-11e4-a7d0-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0755",2014-07-11
"http://publications.europa.eu/resource/cellar/3a143058-ca3f-11e5-a4b5-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R0137",2016-01-26
"http://publications.europa.eu/resource/cellar/584cc1e4-3639-4d26-b96a-9ce62715b6a0","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0170",2012-02-28
"http://publications.europa.eu/resource/cellar/617811bf-9f53-11e7-b92d-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R1597",2017-09-21
"http://publications.europa.eu/resource/cellar/8745a85d-16ce-11e3-8d1c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0780R(01)",2013-09-06
"http://publications.europa.eu/resource/cellar/ab480de8-a29c-11e2-ab01-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0329",2013-04-10
"http://publications.europa.eu/resource/cellar/babf6caf-35a0-4c20-a216-0e202f0efc6c","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0376",2012-05-02
"http://publications.europa.eu/resource/cellar/c8d1932e-c4fe-439a-9dec-01d0434788a4","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1050",2011-10-20
"http://publications.europa.eu/resource/cellar/d19442c9-dc8e-11e6-ad7c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32017R0053",2016-12-14
"http://publications.europa.eu/resource/cellar/dc3b1766-c737-41b9-bad5-7991be91b626","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1117",2011-10-31
"http://publications.europa.eu/resource/cellar/ff7d3744-86ce-11e6-b076-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1740",2016-09-29
"http://publications.europa.eu/resource/cellar/0cd1e51b-4936-11e2-8762-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R1196",2012-12-13
"http://publications.europa.eu/resource/cellar/35c43a6a-5784-11e5-afbf-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R1508",2015-09-09
"http://publications.europa.eu/resource/cellar/66c757d6-59aa-11e4-a0cb-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R1115",2014-10-21
"http://publications.europa.eu/resource/cellar/8d293768-c684-11e6-a6db-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R2303",2016-12-19
"http://publications.europa.eu/resource/cellar/b02085c1-f3bc-11e4-a3bf-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32015R0722",2015-05-05
"http://publications.europa.eu/resource/cellar/bf195420-54e9-11e6-89bd-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32016R1229",2016-07-27
"http://publications.europa.eu/resource/cellar/c167559a-ac1c-4ba3-a45a-c4c680a46bcc","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0133",2012-02-15
"http://publications.europa.eu/resource/cellar/cbdee203-3e0f-11e3-a247-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R1046",2013-10-25
"http://publications.europa.eu/resource/cellar/d4126790-00c5-11e3-a352-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0769",2013-08-08
"http://publications.europa.eu/resource/cellar/d877ea30-9b86-4259-ab41-6a1f59546953","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1026",2011-10-14
"http://publications.europa.eu/resource/cellar/d9f28900-e2ee-11e1-905c-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32012R0729",2012-08-08
"http://publications.europa.eu/resource/cellar/df5ab027-dcc4-11e3-8cd4-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32014R0507",2014-05-15
"http://publications.europa.eu/resource/cellar/e98d3848-7ce4-11e2-9294-01aa75ed71a1","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32013R0158",2013-02-18
"http://publications.europa.eu/resource/cellar/ecf48c06-b79d-4a24-9e80-9c33610cc706","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R1379",2011-12-20
"http://publications.europa.eu/resource/cellar/fa81e676-68d8-4c2d-875f-f176019a3b05","http://publications.europa.eu/resource/authority/resource-type/REG_IMPL","32011R0802",2011-08-09
